txn_id,user_id,amount,txn_time,location,device_id,merchant_category,is_fraud
979,3621,2057.72,2025-06-16 23:27:47,Mumbai,iPhone,Groceries,0
980,7224,2725.29,2025-06-04 23:39:34,Delhi,Tablet,Electronics,0
981,2291,1220.5,2025-06-21 09:14:27,Mumbai,Windows_PC,Entertainment,0
982,7912,4420.95,2025-06-13 22:40:47,Chennai,Tablet,Travel,0
983,7537,338.16,2025-06-24 22:07:15,Mumbai,Linux_PC,Electronics,0
984,2049,234.33,2025-06-24 23:39:01,Mumbai,Android_Phone,Entertainment,0
985,9797,3907.94,2025-06-14 20:38:00,Chennai,Android_Phone,Apparel,0
986,2160,2052.51,2025-06-21 00:06:07,Delhi,iPhone,Entertainment,1
987,4750,3498.13,2025-06-08 05:17:55,Kolkata,Android_Phone,Travel,0
988,7924,1711.87,2025-06-21 05:31:06,Kolkata,Linux_PC,Travel,0
989,2160,848.69,2025-06-29 19:53:27,Delhi,MacBook,Electronics,0
990,6107,5129.47,2025-06-20 19:25:39,Mumbai,Windows_PC,Electronics,0
991,5889,4819.56,2025-06-06 08:05:17,Delhi,Linux_PC,Groceries,0
992,1009,3559.35,2025-06-22 17:24:30,Delhi,Windows_PC,Entertainment,0
993,3045,952.96,2025-06-16 18:58:02,Mumbai,Linux_PC,Dining,0
994,2104,2676.48,2025-06-12 14:41:06,Chennai,Windows_PC,Groceries,1
995,4608,1343.43,2025-06-09 07:52:06,Mumbai,Android_Phone,Apparel,0
996,1711,288.15,2025-06-25 11:19:34,Mumbai,Linux_PC,Electronics,0
997,7924,7478.1,2025-06-07 20:20:58,Bangalore,Tablet,Groceries,0
998,1525,441.39,2025-06-13 16:39:48,Bangalore,MacBook,Electronics,0
999,5803,9001.47,2025-07-02 09:16:03,Mumbai,Windows_PC,Travel,0
1000,4456,1771.8,2025-06-04 10:25:31,Chennai,Tablet,Electronics,0
1001,8062,614.19,2025-06-05 20:28:13,Mumbai,Android_Phone,Groceries,0
1002,2291,2342.01,2025-06-19 14:06:30,Bangalore,Windows_PC,Dining,0
1003,8573,6189.43,2025-06-15 05:19:13,Kolkata,Android_Phone,Travel,0
1004,4150,3952.82,2025-06-09 12:15:15,Mumbai,MacBook,Dining,0
1005,7216,4928.38,2025-06-30 19:19:23,Chennai,Tablet,Dining,0
1006,4681,3225.71,2025-06-13 08:37:26,Delhi,Android_Phone,Groceries,0
1007,9279,3535.66,2025-06-06 17:28:43,Delhi,Android_Phone,Dining,0
1008,9201,5675.32,2025-06-30 07:14:27,Hyderabad,Tablet,Dining,0
1009,9348,861.72,2025-06-13 10:53:52,Bangalore,Linux_PC,Electronics,0
1010,3167,2016.65,2025-07-01 20:43:40,Delhi,MacBook,Dining,0
1011,2040,750.04,2025-06-13 21:08:37,Chennai,Android_Phone,Electronics,0
1012,4456,13186.68,2025-06-14 17:00:19,Mumbai,Tablet,Entertainment,0
1013,7669,8650.39,2025-06-19 08:20:30,Hyderabad,Tablet,Apparel,0
1014,4608,120.68,2025-06-10 13:27:19,Bangalore,Linux_PC,Apparel,0
1015,6107,3668.19,2025-07-02 07:54:40,Mumbai,MacBook,Entertainment,0
1016,9201,7780.75,2025-06-03 12:50:45,Bangalore,Tablet,Entertainment,0
1017,1711,597.46,2025-06-16 20:35:26,Hyderabad,Linux_PC,Electronics,0
1018,9785,2517.61,2025-06-10 10:06:57,Hyderabad,MacBook,Dining,0
1019,7873,7412.6,2025-06-09 16:59:38,Chennai,Windows_PC,Groceries,0
1020,4598,103.61,2025-06-29 14:56:19,Mumbai,Linux_PC,Groceries,0
1021,3266,3586.23,2025-06-15 13:34:31,Chennai,iPhone,Electronics,0
1022,2133,1058.68,2025-06-11 20:50:45,Chennai,Android_Phone,Dining,0
1023,6514,7746.75,2025-06-08 17:36:56,Chennai,Tablet,Entertainment,0
1024,3621,10627.41,2025-06-04 15:34:41,Chennai,Android_Phone,Apparel,0
1025,1106,8661.52,2025-06-09 19:06:14,Hyderabad,Linux_PC,Entertainment,0
1026,3646,1928.58,2025-06-04 02:51:20,Hyderabad,iPhone,Entertainment,1
1027,4608,5942.43,2025-06-20 18:55:29,Chennai,Windows_PC,Travel,0
1028,6977,5584.28,2025-06-14 22:45:09,Chennai,Windows_PC,Apparel,0
1029,9645,1153.02,2025-07-01 23:36:20,Chennai,Tablet,Entertainment,0
1030,6573,5296.79,2025-06-19 02:45:47,Mumbai,Android_Phone,Entertainment,1
1031,8428,113.13,2025-06-04 03:55:42,Mumbai,Windows_PC,Travel,1
1032,9479,2721.03,2025-06-11 20:33:13,Bangalore,Linux_PC,Apparel,0
1033,5552,784.13,2025-06-16 06:43:04,Mumbai,iPhone,Dining,0
1034,8953,385.43,2025-06-05 22:35:29,Kolkata,Tablet,Dining,0
1035,9835,240.23,2025-06-09 13:13:35,Delhi,iPhone,Electronics,0
1036,1771,3575.03,2025-06-23 19:59:48,Delhi,MacBook,Groceries,0
1037,5552,1245.98,2025-06-28 22:28:34,Chennai,Android_Phone,Entertainment,0
1038,8787,3870.41,2025-06-08 21:57:11,Mumbai,MacBook,Dining,0
1039,7126,202.77,2025-06-06 11:35:33,Delhi,MacBook,Electronics,0
1040,2535,1136.28,2025-06-26 12:24:32,Hyderabad,MacBook,Apparel,0
1041,3646,2326.27,2025-06-25 03:49:14,Delhi,Tablet,Apparel,1
1042,5803,4692.29,2025-06-20 23:20:53,Kolkata,iPhone,Electronics,0
1043,9645,1151.49,2025-06-28 07:30:28,Hyderabad,Windows_PC,Apparel,0
1044,7252,2949.63,2025-07-02 05:12:47,Hyderabad,Tablet,Groceries,0
1045,5339,6514.08,2025-06-08 16:35:57,Bangalore,MacBook,Groceries,0
1046,7932,2870.27,2025-06-25 08:10:00,Kolkata,Tablet,Apparel,0
1047,2160,795.65,2025-06-27 20:33:24,Hyderabad,Windows_PC,Entertainment,0
1048,1949,74.11,2025-06-14 03:39:59,Kolkata,iPhone,Groceries,1
1049,2654,6122.95,2025-07-03 06:11:37,Hyderabad,Tablet,Travel,0
1050,1117,64.5,2025-06-05 12:03:58,Delhi,Tablet,Entertainment,0
1051,6925,6231.17,2025-06-28 17:04:36,Hyderabad,Linux_PC,Entertainment,0
1052,4899,2258.29,2025-06-18 00:58:01,Mumbai,Windows_PC,Apparel,1
1053,5315,8393.98,2025-06-25 15:12:01,Hyderabad,Linux_PC,Entertainment,0
1054,1117,4810.12,2025-06-04 21:50:07,Kolkata,Linux_PC,Travel,0
1055,8668,18546.58,2025-06-06 08:24:32,Mumbai,Linux_PC,Electronics,1
1056,2679,1295.64,2025-06-26 15:35:47,Chennai,iPhone,Electronics,0
1057,2307,4372.58,2025-06-22 21:27:36,Bangalore,iPhone,Travel,0
1058,5333,1542.15,2025-06-24 02:11:13,Mumbai,Tablet,Travel,1
1059,4814,1961.06,2025-06-08 15:19:36,Hyderabad,Android_Phone,Travel,0
1060,6574,2962.6,2025-06-27 04:44:48,Hyderabad,Tablet,Entertainment,1
1061,2290,6206.74,2025-06-24 22:19:47,Delhi,Tablet,Entertainment,0
1062,6820,12421.19,2025-06-06 23:09:54,Hyderabad,Tablet,Travel,0
1063,2535,4386.59,2025-06-07 07:40:11,Chennai,MacBook,Dining,0
1064,4750,1622.65,2025-06-19 00:49:46,Bangalore,Linux_PC,Electronics,1
1065,5012,1641.21,2025-07-02 22:15:36,Kolkata,Windows_PC,Groceries,0
1066,1887,4013.45,2025-06-10 14:21:49,Chennai,iPhone,Entertainment,0
1067,5061,818.49,2025-06-06 14:04:03,Bangalore,Linux_PC,Apparel,0
1068,5741,351.2,2025-06-09 12:33:57,Kolkata,iPhone,Travel,0
1069,1964,1313.76,2025-06-16 17:57:32,Mumbai,iPhone,Groceries,0
1070,6514,1015.83,2025-07-01 19:32:29,Chennai,Android_Phone,Dining,0
1071,3677,1054.24,2025-06-30 00:25:25,Delhi,iPhone,Apparel,1
1072,9751,798.18,2025-06-19 04:24:38,Mumbai,Windows_PC,Dining,1
1073,4899,129.01,2025-06-21 21:19:40,Delhi,Android_Phone,Groceries,0
1074,5342,54.11,2025-07-02 09:33:15,Mumbai,Tablet,Apparel,0
1075,7572,13199.93,2025-06-29 03:41:08,Chennai,Linux_PC,Apparel,1
1076,5304,1674.66,2025-06-17 17:07:22,Mumbai,Tablet,Travel,0
1077,2139,1455.12,2025-06-25 10:09:32,Hyderabad,Android_Phone,Apparel,0
1078,6038,3415.0,2025-06-27 22:33:06,Hyderabad,MacBook,Electronics,0
1079,7227,738.68,2025-07-02 18:54:56,Kolkata,Windows_PC,Travel,0
1080,5554,8984.87,2025-06-24 06:45:38,Hyderabad,Linux_PC,Dining,0
1081,2545,4630.18,2025-06-08 05:05:36,Kolkata,Android_Phone,Electronics,0
1082,5371,280.99,2025-06-08 22:50:39,Delhi,Tablet,Apparel,0
1083,5374,1621.69,2025-06-30 03:53:39,Mumbai,Tablet,Travel,1
1084,9348,6338.83,2025-06-13 20:03:44,Mumbai,MacBook,Travel,0
1085,6313,8686.68,2025-06-24 06:36:36,Mumbai,Linux_PC,Travel,0
1086,3646,1889.96,2025-06-25 07:38:30,Chennai,MacBook,Electronics,0
1087,4681,2851.18,2025-06-14 11:45:23,Delhi,Windows_PC,Apparel,0
1088,3615,548.29,2025-06-23 11:40:11,Delhi,Linux_PC,Apparel,1
1089,1434,14188.33,2025-06-19 20:25:34,Delhi,Tablet,Entertainment,0
1090,4750,790.61,2025-06-25 09:54:24,Chennai,Android_Phone,Groceries,0
1091,2160,8580.03,2025-06-22 18:05:47,Kolkata,MacBook,Entertainment,0
1092,9928,3146.44,2025-06-23 14:12:19,Kolkata,Tablet,Groceries,0
1093,8953,2807.47,2025-06-08 00:19:30,Bangalore,Android_Phone,Electronics,1
1094,9928,2156.56,2025-06-18 13:41:14,Mumbai,iPhone,Travel,0
1095,9727,786.71,2025-06-24 02:45:29,Delhi,Windows_PC,Dining,1
1096,2489,582.68,2025-06-18 13:39:30,Chennai,Tablet,Dining,0
1097,4657,747.25,2025-06-15 18:30:37,Chennai,Tablet,Electronics,0
1098,2982,619.0,2025-06-21 13:38:04,Kolkata,Linux_PC,Electronics,0
1099,3103,4536.72,2025-06-10 19:22:46,Mumbai,Tablet,Electronics,0
1100,4258,1292.93,2025-06-26 10:06:15,Mumbai,Windows_PC,Entertainment,0
1101,5557,178.75,2025-06-06 15:45:29,Bangalore,MacBook,Dining,0
1102,1344,10431.25,2025-06-07 19:49:36,Mumbai,MacBook,Groceries,0
1103,2584,6456.96,2025-06-07 12:59:56,Kolkata,MacBook,Apparel,0
1104,9479,7882.96,2025-06-07 22:09:47,Delhi,Windows_PC,Entertainment,0
1105,3167,15840.15,2025-06-24 08:42:53,Kolkata,Windows_PC,Electronics,1
1106,1949,573.1,2025-06-08 02:02:52,Hyderabad,iPhone,Electronics,1
1107,1520,1513.75,2025-06-21 11:42:26,Mumbai,Linux_PC,Apparel,0
1108,4923,4259.41,2025-06-09 17:08:15,Mumbai,Windows_PC,Groceries,0
1109,9834,3572.39,2025-06-30 09:45:40,Bangalore,iPhone,Dining,0
1110,9837,501.34,2025-06-06 07:25:30,Delhi,iPhone,Groceries,0
1111,3803,5075.74,2025-07-01 20:49:24,Delhi,Android_Phone,Groceries,0
1112,8962,762.51,2025-06-30 15:50:16,Mumbai,Linux_PC,Dining,0
1113,9928,760.1,2025-06-30 15:57:02,Bangalore,Tablet,Electronics,0
1114,5741,2309.92,2025-06-19 09:36:27,Kolkata,Linux_PC,Dining,0
1115,5304,2696.38,2025-06-09 07:57:07,Delhi,Tablet,Entertainment,0
1116,6313,2603.12,2025-06-23 08:10:08,Hyderabad,Android_Phone,Groceries,0
1117,6573,287.84,2025-06-20 13:30:49,Bangalore,Linux_PC,Entertainment,0
1118,3103,6297.97,2025-06-23 22:17:57,Delhi,Linux_PC,Apparel,0
1119,4456,926.1,2025-06-05 21:28:52,Chennai,iPhone,Electronics,0
1120,8428,416.11,2025-06-17 08:39:17,Kolkata,Tablet,Entertainment,0
1121,8019,6587.87,2025-07-02 13:04:14,Delhi,Tablet,Entertainment,0
1122,5315,9347.03,2025-06-18 13:34:17,Chennai,MacBook,Travel,0
1123,3927,5944.28,2025-06-20 11:14:23,Hyderabad,Android_Phone,Groceries,0
1124,4611,4974.56,2025-06-08 10:14:44,Bangalore,iPhone,Apparel,0
1125,8744,3194.74,2025-07-01 10:51:57,Kolkata,Android_Phone,Entertainment,0
1126,4657,2401.24,2025-06-28 00:43:14,Hyderabad,Tablet,Electronics,1
1127,3060,273.01,2025-06-13 17:24:03,Hyderabad,MacBook,Apparel,0
1128,7912,1575.04,2025-06-10 21:48:57,Hyderabad,Windows_PC,Apparel,0
1129,6947,1398.94,2025-06-26 19:20:00,Chennai,Tablet,Groceries,0
1130,6977,902.32,2025-06-14 06:48:23,Hyderabad,Tablet,Travel,0
1131,4258,3855.77,2025-06-08 15:37:32,Hyderabad,Android_Phone,Dining,0
1132,5506,2054.8,2025-06-20 09:27:16,Kolkata,iPhone,Apparel,0
1133,2588,253.56,2025-06-30 09:38:18,Hyderabad,iPhone,Dining,0
1134,2403,746.09,2025-06-21 05:46:54,Hyderabad,Tablet,Groceries,0
1135,9201,3449.01,2025-06-08 23:23:35,Bangalore,Android_Phone,Groceries,0
1136,7065,237.55,2025-06-16 22:05:51,Mumbai,Windows_PC,Travel,0
1137,4608,5715.6,2025-07-01 06:25:01,Delhi,Linux_PC,Travel,0
1138,2827,2050.46,2025-06-14 09:02:11,Mumbai,Android_Phone,Entertainment,0
1139,9423,1965.17,2025-06-24 05:29:39,Hyderabad,Tablet,Travel,0
1140,3677,2692.46,2025-06-30 15:06:52,Hyderabad,Linux_PC,Apparel,0
1141,2049,5223.44,2025-07-03 04:24:24,Chennai,Windows_PC,Apparel,1
1142,2049,1282.25,2025-06-30 10:11:27,Mumbai,Linux_PC,Travel,0
1143,6977,3399.76,2025-06-04 16:07:48,Hyderabad,MacBook,Travel,0
1144,3287,2502.28,2025-07-02 23:04:21,Chennai,MacBook,Apparel,1
1145,6881,931.94,2025-06-16 09:08:29,Chennai,iPhone,Groceries,0
1146,2982,6326.73,2025-06-04 19:16:30,Bangalore,iPhone,Groceries,0
1147,8019,4789.95,2025-06-12 03:44:31,Hyderabad,Tablet,Electronics,1
1148,1344,3222.8,2025-06-16 15:55:31,Delhi,MacBook,Travel,0
1149,9201,5703.02,2025-06-18 09:32:07,Kolkata,MacBook,Dining,0
1150,3045,6058.86,2025-06-19 21:27:59,Kolkata,MacBook,Electronics,0
1151,2519,3696.74,2025-06-20 10:30:50,Hyderabad,Linux_PC,Groceries,0
1152,9837,5442.26,2025-06-03 16:39:21,Mumbai,Linux_PC,Groceries,0
1153,5010,3586.74,2025-06-12 04:53:42,Delhi,Linux_PC,Dining,1
1154,9645,3419.62,2025-06-10 08:26:32,Hyderabad,Tablet,Electronics,0
1155,3167,2891.81,2025-06-30 21:21:14,Kolkata,Windows_PC,Electronics,0
1156,4470,4191.66,2025-06-22 20:29:23,Chennai,MacBook,Groceries,0
1157,2040,518.08,2025-06-06 18:36:54,Hyderabad,iPhone,Apparel,0
1158,4150,6382.64,2025-06-10 06:50:17,Hyderabad,Tablet,Apparel,0
1159,9834,6163.51,2025-06-04 21:15:37,Kolkata,Windows_PC,Dining,0
1160,4257,89.05,2025-06-07 20:26:51,Delhi,MacBook,Dining,0
1161,4657,5242.94,2025-06-29 03:35:57,Delhi,Linux_PC,Apparel,1
1162,4750,413.89,2025-06-13 20:11:24,Chennai,iPhone,Apparel,0
1163,1053,1224.44,2025-06-21 15:50:25,Hyderabad,Linux_PC,Electronics,0
1164,1319,4081.98,2025-06-23 18:40:57,Hyderabad,Android_Phone,Electronics,0
1165,7224,525.78,2025-06-25 10:04:40,Hyderabad,Linux_PC,Electronics,0
1166,8651,5110.7,2025-06-19 22:42:53,Kolkata,Tablet,Dining,0
1167,6930,5353.77,2025-06-11 00:56:14,Mumbai,Tablet,Apparel,1
1168,9669,2124.59,2025-06-21 08:41:07,Delhi,MacBook,Dining,0
1169,8749,19.22,2025-06-18 12:37:33,Kolkata,Linux_PC,Electronics,0
1170,9751,1014.98,2025-06-19 03:28:32,Chennai,iPhone,Electronics,1
1171,6313,2878.59,2025-06-30 22:50:11,Hyderabad,Linux_PC,Dining,0
1172,1409,11919.49,2025-07-02 08:11:35,Kolkata,Tablet,Electronics,0
1173,6514,2997.5,2025-06-07 12:31:27,Hyderabad,Android_Phone,Dining,0
1174,2104,902.52,2025-06-05 22:50:09,Bangalore,MacBook,Travel,0
1175,9669,3015.41,2025-06-10 22:48:21,Kolkata,Linux_PC,Travel,0
1176,2832,2329.49,2025-06-11 00:56:16,Chennai,Linux_PC,Travel,1
1177,9835,4540.28,2025-07-03 09:22:33,Bangalore,Tablet,Dining,0
1178,2040,339.44,2025-06-05 19:31:11,Hyderabad,Linux_PC,Dining,0
1179,2290,4294.23,2025-06-07 08:35:29,Hyderabad,MacBook,Travel,0
1180,9727,2337.86,2025-06-16 14:33:54,Bangalore,Tablet,Dining,0
1181,6539,9889.86,2025-06-24 21:48:22,Mumbai,Tablet,Groceries,0
1182,2160,1255.07,2025-06-23 23:33:18,Delhi,Android_Phone,Groceries,0
1183,3340,3004.09,2025-06-26 23:22:44,Hyderabad,Linux_PC,Entertainment,0
1184,4582,8065.98,2025-07-02 20:50:13,Delhi,MacBook,Entertainment,1
1185,1106,324.46,2025-06-24 20:33:39,Delhi,MacBook,Apparel,0
1186,1434,8304.76,2025-06-23 12:06:04,Bangalore,iPhone,Travel,0
1187,7912,3493.16,2025-06-16 15:48:16,Kolkata,MacBook,Dining,0
1188,1009,210.74,2025-06-13 20:41:53,Bangalore,Tablet,Apparel,0
1189,8651,1074.16,2025-06-28 06:28:08,Delhi,Tablet,Dining,0
1190,2307,3694.77,2025-06-08 22:08:57,Kolkata,Linux_PC,Travel,0
1191,9645,209.18,2025-06-20 03:41:51,Hyderabad,Linux_PC,Entertainment,1
1192,7065,2618.05,2025-06-24 06:25:40,Hyderabad,iPhone,Entertainment,0
1193,4432,1273.41,2025-06-08 18:44:17,Kolkata,Android_Phone,Groceries,0
1194,5422,2909.99,2025-06-17 03:32:53,Chennai,Windows_PC,Entertainment,1
1195,2796,140.46,2025-07-02 04:35:37,Chennai,Linux_PC,Groceries,1
1196,9689,6156.34,2025-06-27 00:30:37,Mumbai,Tablet,Entertainment,1
1197,4257,10890.58,2025-06-28 23:27:53,Mumbai,Linux_PC,Travel,0
1198,2290,10409.51,2025-06-18 08:52:36,Hyderabad,Windows_PC,Travel,0
1199,5422,4154.71,2025-06-05 14:27:26,Delhi,Linux_PC,Groceries,0
1200,3621,418.08,2025-06-14 02:27:53,Hyderabad,Android_Phone,Travel,1
1201,5803,4259.72,2025-06-22 14:03:26,Chennai,Linux_PC,Electronics,0
1202,4258,74.68,2025-07-02 11:48:23,Bangalore,Windows_PC,Electronics,0
1203,9751,67.12,2025-06-06 01:22:04,Hyderabad,Linux_PC,Travel,1
1204,1514,1172.96,2025-06-03 18:29:53,Chennai,MacBook,Apparel,0
1205,5374,2012.06,2025-06-13 07:42:44,Bangalore,MacBook,Entertainment,0
1206,8787,4414.35,2025-06-18 00:43:16,Mumbai,MacBook,Electronics,1
1207,5010,3449.36,2025-06-13 15:38:51,Mumbai,MacBook,Entertainment,0
1208,8428,1771.24,2025-06-10 01:25:56,Kolkata,Tablet,Groceries,1
1209,4456,959.07,2025-06-15 19:14:38,Chennai,Windows_PC,Apparel,0
1210,2160,17554.59,2025-06-17 10:46:21,Bangalore,iPhone,Travel,1
1211,1106,1666.33,2025-06-19 07:49:56,Chennai,Tablet,Entertainment,0
1212,7873,1801.09,2025-06-09 05:20:02,Hyderabad,iPhone,Dining,0
1213,5554,536.03,2025-06-03 18:32:53,Hyderabad,Windows_PC,Groceries,0
1214,1964,4751.45,2025-06-27 13:02:17,Delhi,MacBook,Entertainment,0
1215,4981,3549.4,2025-06-24 07:17:30,Delhi,Windows_PC,Groceries,0
1216,2169,748.35,2025-06-11 22:14:29,Hyderabad,Windows_PC,Groceries,0
1217,6514,257.92,2025-06-09 16:03:16,Mumbai,Tablet,Entertainment,0
1218,1409,3422.99,2025-06-21 20:30:57,Hyderabad,Android_Phone,Dining,0
1219,4456,3188.39,2025-06-29 06:02:44,Chennai,Linux_PC,Travel,0
1220,6804,957.56,2025-06-14 13:38:26,Hyderabad,Windows_PC,Dining,0
1221,9727,9039.46,2025-06-27 16:23:24,Delhi,Android_Phone,Apparel,0
1222,5315,491.29,2025-06-30 12:30:08,Hyderabad,Android_Phone,Apparel,0
1223,4750,1698.67,2025-06-20 14:10:36,Delhi,MacBook,Electronics,0
1224,5808,8626.71,2025-06-06 21:30:58,Bangalore,Tablet,Electronics,0
1225,2654,1632.77,2025-06-22 16:09:49,Chennai,Linux_PC,Electronics,0
1226,9835,3052.7,2025-06-05 10:49:40,Bangalore,iPhone,Apparel,0
1227,8573,1520.47,2025-06-24 13:46:29,Chennai,Linux_PC,Travel,0
1228,5889,961.51,2025-06-04 07:22:39,Chennai,iPhone,Dining,0
1229,4593,12401.31,2025-06-25 17:11:41,Bangalore,MacBook,Travel,0
1230,2133,1579.51,2025-06-07 04:15:31,Delhi,Linux_PC,Entertainment,1
1231,3664,6735.76,2025-06-18 14:17:03,Mumbai,Tablet,Travel,0
1232,4946,783.92,2025-07-01 08:21:00,Chennai,MacBook,Groceries,0
1233,8749,718.98,2025-06-24 05:41:40,Delhi,MacBook,Electronics,0
1234,5889,94.89,2025-07-01 05:36:04,Delhi,Tablet,Apparel,0
1235,4456,3163.79,2025-06-23 00:43:44,Chennai,Windows_PC,Travel,1
1236,2290,1379.1,2025-06-23 16:11:27,Hyderabad,Android_Phone,Dining,0
1237,3045,5993.21,2025-06-17 10:51:06,Mumbai,iPhone,Travel,0
1238,8177,1922.86,2025-06-08 23:43:44,Mumbai,MacBook,Entertainment,0
1239,8019,10344.25,2025-06-23 01:26:20,Bangalore,Linux_PC,Apparel,1
1240,9751,615.64,2025-06-04 09:50:30,Bangalore,Android_Phone,Dining,0
1241,2163,6089.06,2025-06-19 03:55:28,Hyderabad,iPhone,Apparel,1
1242,9727,4496.33,2025-06-11 17:47:20,Kolkata,Tablet,Apparel,0
1243,1887,4421.08,2025-06-25 17:35:38,Bangalore,Windows_PC,Travel,0
1244,3927,5588.8,2025-06-20 23:07:52,Kolkata,MacBook,Electronics,0
1245,1916,4294.18,2025-06-07 16:13:15,Chennai,Tablet,Groceries,0
1246,8397,2952.27,2025-06-24 14:20:53,Bangalore,MacBook,Entertainment,0
1247,3621,422.08,2025-06-08 12:52:54,Mumbai,Android_Phone,Groceries,0
1248,4456,99.2,2025-06-15 05:01:35,Bangalore,Tablet,Travel,0
1249,7932,7609.15,2025-06-24 13:08:31,Kolkata,MacBook,Travel,0
1250,1887,2876.42,2025-07-01 23:37:37,Bangalore,Tablet,Apparel,0
1251,6573,4776.82,2025-06-22 20:06:00,Chennai,iPhone,Groceries,0
1252,2519,1970.58,2025-06-28 20:00:10,Kolkata,iPhone,Entertainment,0
1253,7669,374.34,2025-06-07 05:10:21,Kolkata,Tablet,Electronics,0
1254,2796,401.23,2025-06-22 14:38:37,Mumbai,Android_Phone,Electronics,0
1255,1053,3470.94,2025-06-18 11:02:17,Hyderabad,Android_Phone,Electronics,0
1256,6310,1687.97,2025-06-19 21:06:13,Mumbai,Android_Phone,Travel,0
1257,8359,671.4,2025-06-14 03:41:32,Kolkata,MacBook,Travel,1
1258,3664,2029.43,2025-06-19 13:35:43,Delhi,Tablet,Travel,0
1259,2519,199.09,2025-06-11 13:25:51,Delhi,Linux_PC,Groceries,0
1260,1344,2616.62,2025-06-07 02:31:50,Bangalore,Windows_PC,Dining,1
1261,3591,940.0,2025-06-28 04:17:54,Hyderabad,Windows_PC,Apparel,1
1262,9797,4791.92,2025-06-08 22:23:34,Delhi,Tablet,Apparel,0
1263,5342,1114.77,2025-06-29 03:44:29,Chennai,Tablet,Entertainment,1
1264,9479,1822.12,2025-06-28 03:40:45,Hyderabad,MacBook,Apparel,1
1265,8397,35.07,2025-06-12 19:27:23,Kolkata,Linux_PC,Travel,0
1266,9201,225.62,2025-06-20 08:35:38,Hyderabad,iPhone,Electronics,0
1267,7543,1495.18,2025-06-20 10:36:11,Chennai,Windows_PC,Groceries,0
1268,2824,1961.43,2025-06-10 13:36:48,Hyderabad,iPhone,Travel,0
1269,1319,2749.03,2025-06-14 20:48:55,Mumbai,Tablet,Dining,0
1270,5315,1034.5,2025-06-08 09:19:05,Bangalore,Android_Phone,Dining,0
1271,5342,3562.15,2025-06-10 12:09:43,Delhi,Android_Phone,Apparel,0
1272,2040,5900.96,2025-06-15 19:46:00,Hyderabad,MacBook,Dining,0
1273,8953,4540.35,2025-06-12 23:22:49,Kolkata,Tablet,Dining,0
1274,8428,121.28,2025-06-11 19:40:59,Bangalore,Android_Phone,Dining,0
1275,9689,1964.71,2025-07-02 15:23:16,Hyderabad,Tablet,Entertainment,0
1276,4681,332.56,2025-06-10 19:38:54,Kolkata,Linux_PC,Travel,0
1277,4257,831.39,2025-06-07 01:20:06,Delhi,iPhone,Travel,1
1278,3547,12951.55,2025-06-11 23:55:56,Kolkata,MacBook,Apparel,0
1279,2160,461.19,2025-06-27 09:13:49,Hyderabad,MacBook,Groceries,0
1280,1711,2072.78,2025-06-25 22:05:12,Mumbai,Linux_PC,Electronics,0
1281,6574,2888.23,2025-06-30 18:20:29,Bangalore,Windows_PC,Groceries,0
1282,3167,3636.67,2025-07-01 12:40:17,Mumbai,iPhone,Electronics,0
1283,2743,2460.55,2025-06-25 04:33:17,Delhi,Windows_PC,Dining,1
1284,2084,29.46,2025-06-30 19:13:22,Chennai,Windows_PC,Dining,0
1285,2424,1185.63,2025-06-19 02:06:25,Bangalore,Android_Phone,Groceries,1
1286,4811,2187.64,2025-06-18 17:52:14,Bangalore,MacBook,Electronics,0
1287,4150,275.91,2025-06-10 17:25:13,Delhi,Windows_PC,Dining,0
1288,2674,1295.24,2025-06-24 17:54:10,Kolkata,iPhone,Dining,0
1289,9797,101.3,2025-06-06 17:06:05,Delhi,Tablet,Electronics,0
1290,4981,245.51,2025-06-26 03:52:29,Mumbai,Linux_PC,Entertainment,1
1291,2654,1517.13,2025-06-24 20:45:07,Chennai,MacBook,Entertainment,0
1292,4483,427.17,2025-06-18 02:21:12,Delhi,Tablet,Entertainment,1
1293,1520,2514.8,2025-06-16 17:33:36,Kolkata,Linux_PC,Apparel,0
1294,9201,3508.38,2025-07-02 02:35:46,Kolkata,Windows_PC,Groceries,1
1295,8019,4837.13,2025-06-06 02:59:14,Mumbai,Tablet,Groceries,1
1296,3547,669.99,2025-06-20 11:35:04,Delhi,Tablet,Dining,0
1297,7201,549.9,2025-06-28 00:37:57,Bangalore,Linux_PC,Electronics,1
1298,2796,331.35,2025-06-06 23:58:50,Delhi,Android_Phone,Electronics,0
1299,2104,3035.35,2025-06-18 11:11:36,Chennai,Tablet,Apparel,0
1300,7735,3677.38,2025-06-25 19:30:40,Mumbai,iPhone,Groceries,0
1301,4750,96.29,2025-06-25 08:03:36,Hyderabad,Windows_PC,Entertainment,0
1302,5304,8256.58,2025-06-05 05:21:28,Kolkata,iPhone,Entertainment,0
1303,5552,160.11,2025-06-06 03:49:26,Delhi,MacBook,Groceries,1
1304,6155,2338.05,2025-06-21 07:09:09,Hyderabad,Tablet,Travel,0
1305,2876,3703.92,2025-06-17 08:00:40,Kolkata,iPhone,Electronics,0
1306,5304,6143.11,2025-06-07 02:56:25,Kolkata,iPhone,Travel,1
1307,1520,3756.2,2025-06-07 18:44:42,Chennai,Tablet,Dining,0
1308,6947,4854.35,2025-07-03 06:04:44,Kolkata,MacBook,Groceries,0
